id,icon_key,category,product_name,relative_path,tags
199,dairy-curd-0199,dairy,DailyChoice Curd 100 g,/product-icons/generated/dairy-curd-0199.webp,"dairy,curd,100-g,dailychoice"
200,dairy-curd-0200,dairy,DailyChoice Curd 200 g,/product-icons/generated/dairy-curd-0200.webp,"dairy,curd,200-g,dailychoice"
201,dairy-curd-0201,dairy,DailyChoice Curd 250 g,/product-icons/generated/dairy-curd-0201.webp,"dairy,curd,250-g,dailychoice"
202,dairy-curd-0202,dairy,DailyChoice Curd 500 g,/product-icons/generated/dairy-curd-0202.webp,"dairy,curd,500-g,dailychoice"
203,dairy-curd-0203,dairy,DailyChoice Curd 1 kg,/product-icons/generated/dairy-curd-0203.webp,"dairy,curd,1-kg,dailychoice"
204,dairy-curd-0204,dairy,DailyChoice Curd 100 ml,/product-icons/generated/dairy-curd-0204.webp,"dairy,curd,100-ml,dailychoice"
205,dairy-curd-0205,dairy,DailyChoice Curd 200 ml,/product-icons/generated/dairy-curd-0205.webp,"dairy,curd,200-ml,dailychoice"
206,dairy-curd-0206,dairy,DailyChoice Curd 500 ml,/product-icons/generated/dairy-curd-0206.webp,"dairy,curd,500-ml,dailychoice"
207,dairy-curd-0207,dairy,DailyChoice Curd 1 L,/product-icons/generated/dairy-curd-0207.webp,"dairy,curd,1-l,dailychoice"
208,dairy-curd-0208,dairy,DailyChoice Curd 2 L,/product-icons/generated/dairy-curd-0208.webp,"dairy,curd,2-l,dailychoice"
209,dairy-curd-0209,dairy,DailyChoice Curd Pack of 2,/product-icons/generated/dairy-curd-0209.webp,"dairy,curd,pack-of-2,dailychoice"
210,dairy-curd-0210,dairy,DailyChoice Curd Pack of 4,/product-icons/generated/dairy-curd-0210.webp,"dairy,curd,pack-of-4,dailychoice"
211,dairy-curd-0211,dairy,DailyChoice Curd Pack of 6,/product-icons/generated/dairy-curd-0211.webp,"dairy,curd,pack-of-6,dailychoice"
212,dairy-curd-0212,dairy,DailyChoice Curd Family Pack,/product-icons/generated/dairy-curd-0212.webp,"dairy,curd,family-pack,dailychoice"
213,dairy-curd-0213,dairy,DailyChoice Curd Mini,/product-icons/generated/dairy-curd-0213.webp,"dairy,curd,mini,dailychoice"
214,dairy-curd-0214,dairy,DailyChoice Curd Regular,/product-icons/generated/dairy-curd-0214.webp,"dairy,curd,regular,dailychoice"
215,dairy-curd-0215,dairy,DailyChoice Curd Premium,/product-icons/generated/dairy-curd-0215.webp,"dairy,curd,premium,dailychoice"
216,dairy-curd-0216,dairy,DailyChoice Curd Value,/product-icons/generated/dairy-curd-0216.webp,"dairy,curd,value,dailychoice"
217,dairy-curd-0217,dairy,QuickMart Curd 100 g,/product-icons/generated/dairy-curd-0217.webp,"dairy,curd,100-g,quickmart"
218,dairy-curd-0218,dairy,QuickMart Curd 200 g,/product-icons/generated/dairy-curd-0218.webp,"dairy,curd,200-g,quickmart"
219,dairy-curd-0219,dairy,QuickMart Curd 250 g,/product-icons/generated/dairy-curd-0219.webp,"dairy,curd,250-g,quickmart"
220,dairy-curd-0220,dairy,QuickMart Curd 500 g,/product-icons/generated/dairy-curd-0220.webp,"dairy,curd,500-g,quickmart"
221,dairy-curd-0221,dairy,QuickMart Curd 1 kg,/product-icons/generated/dairy-curd-0221.webp,"dairy,curd,1-kg,quickmart"
222,dairy-curd-0222,dairy,QuickMart Curd 100 ml,/product-icons/generated/dairy-curd-0222.webp,"dairy,curd,100-ml,quickmart"
223,dairy-curd-0223,dairy,QuickMart Curd 200 ml,/product-icons/generated/dairy-curd-0223.webp,"dairy,curd,200-ml,quickmart"
224,dairy-curd-0224,dairy,QuickMart Curd 500 ml,/product-icons/generated/dairy-curd-0224.webp,"dairy,curd,500-ml,quickmart"
225,dairy-curd-0225,dairy,QuickMart Curd 1 L,/product-icons/generated/dairy-curd-0225.webp,"dairy,curd,1-l,quickmart"
226,dairy-curd-0226,dairy,QuickMart Curd 2 L,/product-icons/generated/dairy-curd-0226.webp,"dairy,curd,2-l,quickmart"
227,dairy-curd-0227,dairy,QuickMart Curd Pack of 2,/product-icons/generated/dairy-curd-0227.webp,"dairy,curd,pack-of-2,quickmart"
228,dairy-curd-0228,dairy,QuickMart Curd Pack of 4,/product-icons/generated/dairy-curd-0228.webp,"dairy,curd,pack-of-4,quickmart"
229,dairy-curd-0229,dairy,QuickMart Curd Pack of 6,/product-icons/generated/dairy-curd-0229.webp,"dairy,curd,pack-of-6,quickmart"
230,dairy-curd-0230,dairy,QuickMart Curd Family Pack,/product-icons/generated/dairy-curd-0230.webp,"dairy,curd,family-pack,quickmart"
231,dairy-curd-0231,dairy,QuickMart Curd Mini,/product-icons/generated/dairy-curd-0231.webp,"dairy,curd,mini,quickmart"
232,dairy-curd-0232,dairy,QuickMart Curd Regular,/product-icons/generated/dairy-curd-0232.webp,"dairy,curd,regular,quickmart"
233,dairy-curd-0233,dairy,QuickMart Curd Premium,/product-icons/generated/dairy-curd-0233.webp,"dairy,curd,premium,quickmart"
234,dairy-curd-0234,dairy,QuickMart Curd Value,/product-icons/generated/dairy-curd-0234.webp,"dairy,curd,value,quickmart"
235,dairy-curd-0235,dairy,SmartBuy Curd 100 g,/product-icons/generated/dairy-curd-0235.webp,"dairy,curd,100-g,smartbuy"
236,dairy-curd-0236,dairy,SmartBuy Curd 200 g,/product-icons/generated/dairy-curd-0236.webp,"dairy,curd,200-g,smartbuy"
237,dairy-curd-0237,dairy,SmartBuy Curd 250 g,/product-icons/generated/dairy-curd-0237.webp,"dairy,curd,250-g,smartbuy"
238,dairy-curd-0238,dairy,SmartBuy Curd 500 g,/product-icons/generated/dairy-curd-0238.webp,"dairy,curd,500-g,smartbuy"
239,dairy-curd-0239,dairy,SmartBuy Curd 1 kg,/product-icons/generated/dairy-curd-0239.webp,"dairy,curd,1-kg,smartbuy"
240,dairy-curd-0240,dairy,SmartBuy Curd 100 ml,/product-icons/generated/dairy-curd-0240.webp,"dairy,curd,100-ml,smartbuy"
241,dairy-curd-0241,dairy,SmartBuy Curd 200 ml,/product-icons/generated/dairy-curd-0241.webp,"dairy,curd,200-ml,smartbuy"
242,dairy-curd-0242,dairy,SmartBuy Curd 500 ml,/product-icons/generated/dairy-curd-0242.webp,"dairy,curd,500-ml,smartbuy"
243,dairy-curd-0243,dairy,SmartBuy Curd 1 L,/product-icons/generated/dairy-curd-0243.webp,"dairy,curd,1-l,smartbuy"
244,dairy-curd-0244,dairy,SmartBuy Curd 2 L,/product-icons/generated/dairy-curd-0244.webp,"dairy,curd,2-l,smartbuy"
245,dairy-curd-0245,dairy,SmartBuy Curd Pack of 2,/product-icons/generated/dairy-curd-0245.webp,"dairy,curd,pack-of-2,smartbuy"
246,dairy-curd-0246,dairy,SmartBuy Curd Pack of 4,/product-icons/generated/dairy-curd-0246.webp,"dairy,curd,pack-of-4,smartbuy"
247,dairy-curd-0247,dairy,SmartBuy Curd Pack of 6,/product-icons/generated/dairy-curd-0247.webp,"dairy,curd,pack-of-6,smartbuy"
248,dairy-curd-0248,dairy,SmartBuy Curd Family Pack,/product-icons/generated/dairy-curd-0248.webp,"dairy,curd,family-pack,smartbuy"
249,dairy-curd-0249,dairy,SmartBuy Curd Mini,/product-icons/generated/dairy-curd-0249.webp,"dairy,curd,mini,smartbuy"
250,dairy-curd-0250,dairy,SmartBuy Curd Regular,/product-icons/generated/dairy-curd-0250.webp,"dairy,curd,regular,smartbuy"
251,dairy-curd-0251,dairy,SmartBuy Curd Premium,/product-icons/generated/dairy-curd-0251.webp,"dairy,curd,premium,smartbuy"
252,dairy-curd-0252,dairy,SmartBuy Curd Value,/product-icons/generated/dairy-curd-0252.webp,"dairy,curd,value,smartbuy"
253,dairy-curd-0253,dairy,HomeSelect Curd 100 g,/product-icons/generated/dairy-curd-0253.webp,"dairy,curd,100-g,homeselect"
254,dairy-curd-0254,dairy,HomeSelect Curd 200 g,/product-icons/generated/dairy-curd-0254.webp,"dairy,curd,200-g,homeselect"
255,dairy-curd-0255,dairy,HomeSelect Curd 250 g,/product-icons/generated/dairy-curd-0255.webp,"dairy,curd,250-g,homeselect"
256,dairy-curd-0256,dairy,HomeSelect Curd 500 g,/product-icons/generated/dairy-curd-0256.webp,"dairy,curd,500-g,homeselect"
257,dairy-curd-0257,dairy,HomeSelect Curd 1 kg,/product-icons/generated/dairy-curd-0257.webp,"dairy,curd,1-kg,homeselect"
258,dairy-curd-0258,dairy,HomeSelect Curd 100 ml,/product-icons/generated/dairy-curd-0258.webp,"dairy,curd,100-ml,homeselect"
259,dairy-curd-0259,dairy,HomeSelect Curd 200 ml,/product-icons/generated/dairy-curd-0259.webp,"dairy,curd,200-ml,homeselect"
260,dairy-curd-0260,dairy,HomeSelect Curd 500 ml,/product-icons/generated/dairy-curd-0260.webp,"dairy,curd,500-ml,homeselect"
261,dairy-curd-0261,dairy,HomeSelect Curd 1 L,/product-icons/generated/dairy-curd-0261.webp,"dairy,curd,1-l,homeselect"
262,dairy-curd-0262,dairy,HomeSelect Curd 2 L,/product-icons/generated/dairy-curd-0262.webp,"dairy,curd,2-l,homeselect"
263,dairy-curd-0263,dairy,HomeSelect Curd Pack of 2,/product-icons/generated/dairy-curd-0263.webp,"dairy,curd,pack-of-2,homeselect"
264,dairy-curd-0264,dairy,HomeSelect Curd Pack of 4,/product-icons/generated/dairy-curd-0264.webp,"dairy,curd,pack-of-4,homeselect"
265,dairy-curd-0265,dairy,HomeSelect Curd Pack of 6,/product-icons/generated/dairy-curd-0265.webp,"dairy,curd,pack-of-6,homeselect"
266,dairy-curd-0266,dairy,HomeSelect Curd Family Pack,/product-icons/generated/dairy-curd-0266.webp,"dairy,curd,family-pack,homeselect"
267,dairy-curd-0267,dairy,HomeSelect Curd Mini,/product-icons/generated/dairy-curd-0267.webp,"dairy,curd,mini,homeselect"
268,dairy-curd-0268,dairy,HomeSelect Curd Regular,/product-icons/generated/dairy-curd-0268.webp,"dairy,curd,regular,homeselect"
269,dairy-curd-0269,dairy,HomeSelect Curd Premium,/product-icons/generated/dairy-curd-0269.webp,"dairy,curd,premium,homeselect"
270,dairy-curd-0270,dairy,HomeSelect Curd Value,/product-icons/generated/dairy-curd-0270.webp,"dairy,curd,value,homeselect"
271,dairy-curd-0271,dairy,PrimeValue Curd 100 g,/product-icons/generated/dairy-curd-0271.webp,"dairy,curd,100-g,primevalue"
272,dairy-curd-0272,dairy,PrimeValue Curd 200 g,/product-icons/generated/dairy-curd-0272.webp,"dairy,curd,200-g,primevalue"
273,dairy-curd-0273,dairy,PrimeValue Curd 250 g,/product-icons/generated/dairy-curd-0273.webp,"dairy,curd,250-g,primevalue"
274,dairy-curd-0274,dairy,PrimeValue Curd 500 g,/product-icons/generated/dairy-curd-0274.webp,"dairy,curd,500-g,primevalue"
275,dairy-curd-0275,dairy,PrimeValue Curd 1 kg,/product-icons/generated/dairy-curd-0275.webp,"dairy,curd,1-kg,primevalue"
276,dairy-curd-0276,dairy,PrimeValue Curd 100 ml,/product-icons/generated/dairy-curd-0276.webp,"dairy,curd,100-ml,primevalue"
277,dairy-curd-0277,dairy,PrimeValue Curd 200 ml,/product-icons/generated/dairy-curd-0277.webp,"dairy,curd,200-ml,primevalue"
278,dairy-curd-0278,dairy,PrimeValue Curd 500 ml,/product-icons/generated/dairy-curd-0278.webp,"dairy,curd,500-ml,primevalue"
279,dairy-curd-0279,dairy,PrimeValue Curd 1 L,/product-icons/generated/dairy-curd-0279.webp,"dairy,curd,1-l,primevalue"
280,dairy-curd-0280,dairy,PrimeValue Curd 2 L,/product-icons/generated/dairy-curd-0280.webp,"dairy,curd,2-l,primevalue"
281,dairy-curd-0281,dairy,PrimeValue Curd Pack of 2,/product-icons/generated/dairy-curd-0281.webp,"dairy,curd,pack-of-2,primevalue"
282,dairy-curd-0282,dairy,PrimeValue Curd Pack of 4,/product-icons/generated/dairy-curd-0282.webp,"dairy,curd,pack-of-4,primevalue"
283,dairy-curd-0283,dairy,PrimeValue Curd Pack of 6,/product-icons/generated/dairy-curd-0283.webp,"dairy,curd,pack-of-6,primevalue"
284,dairy-curd-0284,dairy,PrimeValue Curd Family Pack,/product-icons/generated/dairy-curd-0284.webp,"dairy,curd,family-pack,primevalue"
285,dairy-curd-0285,dairy,PrimeValue Curd Mini,/product-icons/generated/dairy-curd-0285.webp,"dairy,curd,mini,primevalue"
286,dairy-curd-0286,dairy,PrimeValue Curd Regular,/product-icons/generated/dairy-curd-0286.webp,"dairy,curd,regular,primevalue"
287,dairy-curd-0287,dairy,PrimeValue Curd Premium,/product-icons/generated/dairy-curd-0287.webp,"dairy,curd,premium,primevalue"
288,dairy-curd-0288,dairy,PrimeValue Curd Value,/product-icons/generated/dairy-curd-0288.webp,"dairy,curd,value,primevalue"
289,dairy-curd-0289,dairy,StoreBest Curd 100 g,/product-icons/generated/dairy-curd-0289.webp,"dairy,curd,100-g,storebest"
290,dairy-curd-0290,dairy,StoreBest Curd 200 g,/product-icons/generated/dairy-curd-0290.webp,"dairy,curd,200-g,storebest"
291,dairy-curd-0291,dairy,StoreBest Curd 250 g,/product-icons/generated/dairy-curd-0291.webp,"dairy,curd,250-g,storebest"
292,dairy-curd-0292,dairy,StoreBest Curd 500 g,/product-icons/generated/dairy-curd-0292.webp,"dairy,curd,500-g,storebest"
293,dairy-curd-0293,dairy,StoreBest Curd 1 kg,/product-icons/generated/dairy-curd-0293.webp,"dairy,curd,1-kg,storebest"
294,dairy-curd-0294,dairy,StoreBest Curd 100 ml,/product-icons/generated/dairy-curd-0294.webp,"dairy,curd,100-ml,storebest"
295,dairy-curd-0295,dairy,StoreBest Curd 200 ml,/product-icons/generated/dairy-curd-0295.webp,"dairy,curd,200-ml,storebest"
296,dairy-curd-0296,dairy,StoreBest Curd 500 ml,/product-icons/generated/dairy-curd-0296.webp,"dairy,curd,500-ml,storebest"
297,dairy-curd-0297,dairy,StoreBest Curd 1 L,/product-icons/generated/dairy-curd-0297.webp,"dairy,curd,1-l,storebest"
298,dairy-curd-0298,dairy,StoreBest Curd 2 L,/product-icons/generated/dairy-curd-0298.webp,"dairy,curd,2-l,storebest"
299,dairy-curd-0299,dairy,StoreBest Curd Pack of 2,/product-icons/generated/dairy-curd-0299.webp,"dairy,curd,pack-of-2,storebest"
300,dairy-curd-0300,dairy,StoreBest Curd Pack of 4,/product-icons/generated/dairy-curd-0300.webp,"dairy,curd,pack-of-4,storebest"
301,dairy-curd-0301,dairy,StoreBest Curd Pack of 6,/product-icons/generated/dairy-curd-0301.webp,"dairy,curd,pack-of-6,storebest"
302,dairy-curd-0302,dairy,StoreBest Curd Family Pack,/product-icons/generated/dairy-curd-0302.webp,"dairy,curd,family-pack,storebest"
303,dairy-curd-0303,dairy,StoreBest Curd Mini,/product-icons/generated/dairy-curd-0303.webp,"dairy,curd,mini,storebest"
304,dairy-curd-0304,dairy,StoreBest Curd Regular,/product-icons/generated/dairy-curd-0304.webp,"dairy,curd,regular,storebest"
305,dairy-curd-0305,dairy,StoreBest Curd Premium,/product-icons/generated/dairy-curd-0305.webp,"dairy,curd,premium,storebest"
306,dairy-curd-0306,dairy,StoreBest Curd Value,/product-icons/generated/dairy-curd-0306.webp,"dairy,curd,value,storebest"
307,dairy-curd-0307,dairy,GoodLife Curd 100 g,/product-icons/generated/dairy-curd-0307.webp,"dairy,curd,100-g,goodlife"
308,dairy-curd-0308,dairy,GoodLife Curd 200 g,/product-icons/generated/dairy-curd-0308.webp,"dairy,curd,200-g,goodlife"
309,dairy-curd-0309,dairy,GoodLife Curd 250 g,/product-icons/generated/dairy-curd-0309.webp,"dairy,curd,250-g,goodlife"
310,dairy-curd-0310,dairy,GoodLife Curd 500 g,/product-icons/generated/dairy-curd-0310.webp,"dairy,curd,500-g,goodlife"
311,dairy-curd-0311,dairy,GoodLife Curd 1 kg,/product-icons/generated/dairy-curd-0311.webp,"dairy,curd,1-kg,goodlife"
312,dairy-curd-0312,dairy,GoodLife Curd 100 ml,/product-icons/generated/dairy-curd-0312.webp,"dairy,curd,100-ml,goodlife"
313,dairy-curd-0313,dairy,GoodLife Curd 200 ml,/product-icons/generated/dairy-curd-0313.webp,"dairy,curd,200-ml,goodlife"
314,dairy-curd-0314,dairy,GoodLife Curd 500 ml,/product-icons/generated/dairy-curd-0314.webp,"dairy,curd,500-ml,goodlife"
315,dairy-curd-0315,dairy,GoodLife Curd 1 L,/product-icons/generated/dairy-curd-0315.webp,"dairy,curd,1-l,goodlife"
316,dairy-curd-0316,dairy,GoodLife Curd 2 L,/product-icons/generated/dairy-curd-0316.webp,"dairy,curd,2-l,goodlife"
317,dairy-curd-0317,dairy,GoodLife Curd Pack of 2,/product-icons/generated/dairy-curd-0317.webp,"dairy,curd,pack-of-2,goodlife"
318,dairy-curd-0318,dairy,GoodLife Curd Pack of 4,/product-icons/generated/dairy-curd-0318.webp,"dairy,curd,pack-of-4,goodlife"
319,dairy-curd-0319,dairy,GoodLife Curd Pack of 6,/product-icons/generated/dairy-curd-0319.webp,"dairy,curd,pack-of-6,goodlife"
320,dairy-curd-0320,dairy,GoodLife Curd Family Pack,/product-icons/generated/dairy-curd-0320.webp,"dairy,curd,family-pack,goodlife"
321,dairy-curd-0321,dairy,GoodLife Curd Mini,/product-icons/generated/dairy-curd-0321.webp,"dairy,curd,mini,goodlife"
322,dairy-curd-0322,dairy,GoodLife Curd Regular,/product-icons/generated/dairy-curd-0322.webp,"dairy,curd,regular,goodlife"
323,dairy-curd-0323,dairy,GoodLife Curd Premium,/product-icons/generated/dairy-curd-0323.webp,"dairy,curd,premium,goodlife"
324,dairy-curd-0324,dairy,GoodLife Curd Value,/product-icons/generated/dairy-curd-0324.webp,"dairy,curd,value,goodlife"
325,dairy-curd-0325,dairy,CityFresh Curd 100 g,/product-icons/generated/dairy-curd-0325.webp,"dairy,curd,100-g,cityfresh"
326,dairy-curd-0326,dairy,CityFresh Curd 200 g,/product-icons/generated/dairy-curd-0326.webp,"dairy,curd,200-g,cityfresh"
327,dairy-curd-0327,dairy,CityFresh Curd 250 g,/product-icons/generated/dairy-curd-0327.webp,"dairy,curd,250-g,cityfresh"
328,dairy-curd-0328,dairy,CityFresh Curd 500 g,/product-icons/generated/dairy-curd-0328.webp,"dairy,curd,500-g,cityfresh"
329,dairy-curd-0329,dairy,CityFresh Curd 1 kg,/product-icons/generated/dairy-curd-0329.webp,"dairy,curd,1-kg,cityfresh"
330,dairy-curd-0330,dairy,CityFresh Curd 100 ml,/product-icons/generated/dairy-curd-0330.webp,"dairy,curd,100-ml,cityfresh"
331,dairy-curd-0331,dairy,CityFresh Curd 200 ml,/product-icons/generated/dairy-curd-0331.webp,"dairy,curd,200-ml,cityfresh"
332,dairy-curd-0332,dairy,CityFresh Curd 500 ml,/product-icons/generated/dairy-curd-0332.webp,"dairy,curd,500-ml,cityfresh"
333,dairy-curd-0333,dairy,CityFresh Curd 1 L,/product-icons/generated/dairy-curd-0333.webp,"dairy,curd,1-l,cityfresh"
334,dairy-curd-0334,dairy,CityFresh Curd 2 L,/product-icons/generated/dairy-curd-0334.webp,"dairy,curd,2-l,cityfresh"
335,dairy-curd-0335,dairy,CityFresh Curd Pack of 2,/product-icons/generated/dairy-curd-0335.webp,"dairy,curd,pack-of-2,cityfresh"
336,dairy-curd-0336,dairy,CityFresh Curd Pack of 4,/product-icons/generated/dairy-curd-0336.webp,"dairy,curd,pack-of-4,cityfresh"
337,dairy-curd-0337,dairy,CityFresh Curd Pack of 6,/product-icons/generated/dairy-curd-0337.webp,"dairy,curd,pack-of-6,cityfresh"
338,dairy-curd-0338,dairy,CityFresh Curd Family Pack,/product-icons/generated/dairy-curd-0338.webp,"dairy,curd,family-pack,cityfresh"
339,dairy-curd-0339,dairy,CityFresh Curd Mini,/product-icons/generated/dairy-curd-0339.webp,"dairy,curd,mini,cityfresh"
340,dairy-curd-0340,dairy,CityFresh Curd Regular,/product-icons/generated/dairy-curd-0340.webp,"dairy,curd,regular,cityfresh"
341,dairy-curd-0341,dairy,CityFresh Curd Premium,/product-icons/generated/dairy-curd-0341.webp,"dairy,curd,premium,cityfresh"
342,dairy-curd-0342,dairy,CityFresh Curd Value,/product-icons/generated/dairy-curd-0342.webp,"dairy,curd,value,cityfresh"
343,dairy-curd-0343,dairy,Classic Curd 100 g,/product-icons/generated/dairy-curd-0343.webp,"dairy,curd,100-g,classic"
344,dairy-curd-0344,dairy,Classic Curd 200 g,/product-icons/generated/dairy-curd-0344.webp,"dairy,curd,200-g,classic"
345,dairy-curd-0345,dairy,Classic Curd 250 g,/product-icons/generated/dairy-curd-0345.webp,"dairy,curd,250-g,classic"
346,dairy-curd-0346,dairy,Classic Curd 500 g,/product-icons/generated/dairy-curd-0346.webp,"dairy,curd,500-g,classic"
347,dairy-curd-0347,dairy,Classic Curd 1 kg,/product-icons/generated/dairy-curd-0347.webp,"dairy,curd,1-kg,classic"
348,dairy-curd-0348,dairy,Classic Curd 100 ml,/product-icons/generated/dairy-curd-0348.webp,"dairy,curd,100-ml,classic"
349,dairy-curd-0349,dairy,Classic Curd 200 ml,/product-icons/generated/dairy-curd-0349.webp,"dairy,curd,200-ml,classic"
350,dairy-curd-0350,dairy,Classic Curd 500 ml,/product-icons/generated/dairy-curd-0350.webp,"dairy,curd,500-ml,classic"
351,dairy-curd-0351,dairy,Classic Curd 1 L,/product-icons/generated/dairy-curd-0351.webp,"dairy,curd,1-l,classic"
352,dairy-curd-0352,dairy,Classic Curd 2 L,/product-icons/generated/dairy-curd-0352.webp,"dairy,curd,2-l,classic"
353,dairy-curd-0353,dairy,Classic Curd Pack of 2,/product-icons/generated/dairy-curd-0353.webp,"dairy,curd,pack-of-2,classic"
354,dairy-curd-0354,dairy,Classic Curd Pack of 4,/product-icons/generated/dairy-curd-0354.webp,"dairy,curd,pack-of-4,classic"
355,dairy-curd-0355,dairy,Classic Curd Pack of 6,/product-icons/generated/dairy-curd-0355.webp,"dairy,curd,pack-of-6,classic"
356,dairy-curd-0356,dairy,Classic Curd Family Pack,/product-icons/generated/dairy-curd-0356.webp,"dairy,curd,family-pack,classic"
357,dairy-curd-0357,dairy,Classic Curd Mini,/product-icons/generated/dairy-curd-0357.webp,"dairy,curd,mini,classic"
358,dairy-curd-0358,dairy,Classic Curd Regular,/product-icons/generated/dairy-curd-0358.webp,"dairy,curd,regular,classic"
359,dairy-curd-0359,dairy,Classic Curd Premium,/product-icons/generated/dairy-curd-0359.webp,"dairy,curd,premium,classic"
360,dairy-curd-0360,dairy,Classic Curd Value,/product-icons/generated/dairy-curd-0360.webp,"dairy,curd,value,classic"
361,dairy-paneer-0361,dairy,FreshFarm Paneer 100 g,/product-icons/generated/dairy-paneer-0361.webp,"dairy,paneer,100-g,freshfarm"
362,dairy-paneer-0362,dairy,FreshFarm Paneer 200 g,/product-icons/generated/dairy-paneer-0362.webp,"dairy,paneer,200-g,freshfarm"
363,dairy-paneer-0363,dairy,FreshFarm Paneer 250 g,/product-icons/generated/dairy-paneer-0363.webp,"dairy,paneer,250-g,freshfarm"
364,dairy-paneer-0364,dairy,FreshFarm Paneer 500 g,/product-icons/generated/dairy-paneer-0364.webp,"dairy,paneer,500-g,freshfarm"
365,dairy-paneer-0365,dairy,FreshFarm Paneer 1 kg,/product-icons/generated/dairy-paneer-0365.webp,"dairy,paneer,1-kg,freshfarm"
366,dairy-paneer-0366,dairy,FreshFarm Paneer 100 ml,/product-icons/generated/dairy-paneer-0366.webp,"dairy,paneer,100-ml,freshfarm"
367,dairy-paneer-0367,dairy,FreshFarm Paneer 200 ml,/product-icons/generated/dairy-paneer-0367.webp,"dairy,paneer,200-ml,freshfarm"
368,dairy-paneer-0368,dairy,FreshFarm Paneer 500 ml,/product-icons/generated/dairy-paneer-0368.webp,"dairy,paneer,500-ml,freshfarm"
369,dairy-paneer-0369,dairy,FreshFarm Paneer 1 L,/product-icons/generated/dairy-paneer-0369.webp,"dairy,paneer,1-l,freshfarm"
370,dairy-paneer-0370,dairy,FreshFarm Paneer 2 L,/product-icons/generated/dairy-paneer-0370.webp,"dairy,paneer,2-l,freshfarm"
371,dairy-paneer-0371,dairy,FreshFarm Paneer Pack of 2,/product-icons/generated/dairy-paneer-0371.webp,"dairy,paneer,pack-of-2,freshfarm"
372,dairy-paneer-0372,dairy,FreshFarm Paneer Pack of 4,/product-icons/generated/dairy-paneer-0372.webp,"dairy,paneer,pack-of-4,freshfarm"
373,dairy-paneer-0373,dairy,FreshFarm Paneer Pack of 6,/product-icons/generated/dairy-paneer-0373.webp,"dairy,paneer,pack-of-6,freshfarm"
374,dairy-paneer-0374,dairy,FreshFarm Paneer Family Pack,/product-icons/generated/dairy-paneer-0374.webp,"dairy,paneer,family-pack,freshfarm"
375,dairy-paneer-0375,dairy,FreshFarm Paneer Mini,/product-icons/generated/dairy-paneer-0375.webp,"dairy,paneer,mini,freshfarm"
376,dairy-paneer-0376,dairy,FreshFarm Paneer Regular,/product-icons/generated/dairy-paneer-0376.webp,"dairy,paneer,regular,freshfarm"
377,dairy-paneer-0377,dairy,FreshFarm Paneer Premium,/product-icons/generated/dairy-paneer-0377.webp,"dairy,paneer,premium,freshfarm"
378,dairy-paneer-0378,dairy,FreshFarm Paneer Value,/product-icons/generated/dairy-paneer-0378.webp,"dairy,paneer,value,freshfarm"
379,dairy-paneer-0379,dairy,DailyChoice Paneer 100 g,/product-icons/generated/dairy-paneer-0379.webp,"dairy,paneer,100-g,dailychoice"
380,dairy-paneer-0380,dairy,DailyChoice Paneer 200 g,/product-icons/generated/dairy-paneer-0380.webp,"dairy,paneer,200-g,dailychoice"
381,dairy-paneer-0381,dairy,DailyChoice Paneer 250 g,/product-icons/generated/dairy-paneer-0381.webp,"dairy,paneer,250-g,dailychoice"
382,dairy-paneer-0382,dairy,DailyChoice Paneer 500 g,/product-icons/generated/dairy-paneer-0382.webp,"dairy,paneer,500-g,dailychoice"
383,dairy-paneer-0383,dairy,DailyChoice Paneer 1 kg,/product-icons/generated/dairy-paneer-0383.webp,"dairy,paneer,1-kg,dailychoice"
384,dairy-paneer-0384,dairy,DailyChoice Paneer 100 ml,/product-icons/generated/dairy-paneer-0384.webp,"dairy,paneer,100-ml,dailychoice"
385,dairy-paneer-0385,dairy,DailyChoice Paneer 200 ml,/product-icons/generated/dairy-paneer-0385.webp,"dairy,paneer,200-ml,dailychoice"
386,dairy-paneer-0386,dairy,DailyChoice Paneer 500 ml,/product-icons/generated/dairy-paneer-0386.webp,"dairy,paneer,500-ml,dailychoice"
387,dairy-paneer-0387,dairy,DailyChoice Paneer 1 L,/product-icons/generated/dairy-paneer-0387.webp,"dairy,paneer,1-l,dailychoice"
388,dairy-paneer-0388,dairy,DailyChoice Paneer 2 L,/product-icons/generated/dairy-paneer-0388.webp,"dairy,paneer,2-l,dailychoice"
389,dairy-paneer-0389,dairy,DailyChoice Paneer Pack of 2,/product-icons/generated/dairy-paneer-0389.webp,"dairy,paneer,pack-of-2,dailychoice"
390,dairy-paneer-0390,dairy,DailyChoice Paneer Pack of 4,/product-icons/generated/dairy-paneer-0390.webp,"dairy,paneer,pack-of-4,dailychoice"
391,dairy-paneer-0391,dairy,DailyChoice Paneer Pack of 6,/product-icons/generated/dairy-paneer-0391.webp,"dairy,paneer,pack-of-6,dailychoice"
392,dairy-paneer-0392,dairy,DailyChoice Paneer Family Pack,/product-icons/generated/dairy-paneer-0392.webp,"dairy,paneer,family-pack,dailychoice"
393,dairy-paneer-0393,dairy,DailyChoice Paneer Mini,/product-icons/generated/dairy-paneer-0393.webp,"dairy,paneer,mini,dailychoice"
394,dairy-paneer-0394,dairy,DailyChoice Paneer Regular,/product-icons/generated/dairy-paneer-0394.webp,"dairy,paneer,regular,dailychoice"
